MN_No,MA_No,Mapping_Quality,Pali_Name,Expected_Han,Found_Han,Status,Pali_Text,Han_Text
108,145,TRUE_PAIR,ananda,阿難|阿難陀,,MISSING,atthi nu kho bho ānanda ekabhikkhupi tena bhotā gotamena ṭhapito ayaṃ vo mamaccayena paṭisaraṇaṃ bhavissatīti,復次 雨勢 比丘常行精進 斷惡不善 修諸善法 恒自起意 專一堅固 為諸善本 不捨方便 雨勢 我等若見比丘極精懃者 則共愛敬 尊重 供養 宗奉 禮事於彼比丘
108,145,TRUE_PAIR,brahma,梵天|梵,,MISSING,yaṃ tumhe etarahi paṭipādeyyāthā ti iti puṭṭho samāno natthi kho brāhmaṇa ekabhikkhupi tena,復次 雨勢 比丘修行智慧 觀興衰法 得如此智 聖慧明達 分別曉了 以正盡苦 雨勢 我等若見比丘極行慧者 則共愛敬 尊重 供養 宗奉 禮事於彼比丘
108,145,TRUE_PAIR,ananda,阿難|阿難陀,阿難,VARIANT,yaṃ mayaṃ etarahi paṭipādeyyāmā ti vadesi atthi pana bho ānanda ekabhikkhupi saṅghena sammato,於是 摩竭陀大臣雨勢及其眷屬問曰 阿難 今遊何處
108,145,TRUE_PAIR,brahma,梵天|梵,,MISSING,yaṃ tumhe etarahi paṭipādeyyāthā ti iti puṭṭho samāno natthi kho brāhmaṇa ekabhikkhupi saṅghena,阿難 竹林加蘭哆園至可愛樂 政頓可喜 晝不喧閙 夜則
108,145,TRUE_PAIR,ananda,阿難|阿難陀,阿難,VARIANT,yaṃ mayaṃ etarahi paṭipādeyyāmā ti vadesi atthi nu kho bho ānanda ekabhikkhupi yaṃ tumhe etarahi,尊者阿難答曰 如是 雨勢 如是 雨勢 竹林加蘭哆園至可愛樂 政頓可喜 晝不喧閙 夜則靜寂 無有蚊虻 亦無蠅蚤 不寒不熱 雨勢 我樂住竹林加蘭哆園中 所以者何 以世尊擁護故
108,145,TRUE_PAIR,sakka,帝釋|天帝釋,,MISSING,sakkarotha garuṃ karotha mānetha pūjetha sakkatvā garuṃ katvā upanissāya viharathā ti iti,是時 婆難大將在彼眾中 婆難大將白曰 如是 雨勢 如是 雨勢 竹林加蘭哆園至可愛樂 政頓可喜 晝不喧閙 夜則靜寂 無有蚊虻 亦無蠅蚤 不寒不熱 彼尊者樂住竹林加蘭哆園 所以者何 此尊者行伺 樂伺故
108,145,TRUE_PAIR,brahma,梵天|梵,,MISSING,puṭṭho samāno natthi kho brāhmaṇa ekabhikkhupi yaṃ mayaṃ etarahi sakkaroma garuṃ karoma mānema,摩竭陀大臣雨勢聞已 語曰 婆難大將 沙門瞿曇昔時遊行金鞞羅樂園中 婆難大將 爾時我數往詣彼 見沙門瞿曇 所以者何 沙門瞿曇行伺 樂伺 稱歎一切伺
108,145,TRUE_PAIR,sakka,帝釋|天帝釋,,MISSING,puṭṭho samāno natthi kho brāhmaṇa ekabhikkhupi yaṃ mayaṃ etarahi sakkaroma garuṃ karoma mānema,摩竭陀大臣雨勢聞已 語曰 婆難大將 沙門瞿曇昔時遊行金鞞羅樂園中 婆難大將 爾時我數往詣彼 見沙門瞿曇 所以者何 沙門瞿曇行伺 樂伺 稱歎一切伺
108,145,SOFT,brahma,梵天|梵,,MISSING,atthi kho brāhmaṇa tena bhagavatā jānatā passatā arahatā sammāsambuddhena dasa pasādanīyā dhammā akkhātā,尊者阿難聞已 告曰 雨勢 莫作是說 沙門瞿曇稱說一切伺 所以者何 世尊或稱說伺 或不稱說
108,145,TRUE_PAIR,sakka,帝釋|天帝釋,,MISSING,yasmiṃ no ime dhammā saṃvijjanti taṃ mayaṃ etarahi sakkaroma garuṃ karoma mānema pūjema sakkatvā garuṃ katvā upanissāya ,摩竭陀大臣雨勢復問曰 阿難 沙門瞿曇不稱說伺 不稱說何等伺
108,145,TRUE_PAIR,brahma,梵天|梵,,MISSING,katame dasa idha brāhmaṇa bhikkhu sīlavā hoti pātimokkhasaṃvarasaṃvuto viharati ācāragocarasampanno aṇumattesu vajjesu b,尊者阿難答曰 雨勢 或有一貪欲所纏而起貪欲 不知出要如真 彼為貪欲所障礙故 伺 增伺而重伺 雨勢 是謂第一伺 世尊不稱說 復次 雨勢 或有一瞋恚所纏而起瞋恚 不知出要如真 彼為瞋恚所障礙故 伺 增伺而重伺 雨勢 是謂第二伺 世尊不稱說 復次
108,145,TRUE_PAIR,brahma,梵天|梵,,MISSING,evaṃmahiddhike evaṃmahānubhāve pāṇinā parimasati parimajjati yāva brahmalokāpi kāyena vasaṃ vatteti,尊者阿難告曰 欲還隨意
108,145,TRUE_PAIR,brahma,梵天|梵,,MISSING,evarūpaṃ kho brāhmaṇa so bhagavā jhānaṃ na vaṇṇesi kathaṃ rūpañca brāhmaṇa so bhagavā jhānaṃ vaṇṇesi,尊者阿難答曰 目揵連 若如來 無所著 等正覺解脫 及慧解脫 阿羅訶解脫 此三解脫無有差別 亦無勝如
108,145,SOFT,brahma,梵天|梵,梵,VARIANT,idha brāhmaṇa bhikkhu vivicceva kāmehi vivicca akusalehi dhammehi savitakkaṃ savicāraṃ vivekajaṃ pītisukhaṃ paṭhamaṃ jhā,梵志瞿默目揵連白曰 阿難 可在此食 尊者阿難默然而受
108,145,SOFT,ananda,阿難|阿難陀,阿難,VARIANT,evarūpaṃ kho brāhmaṇa so bhagavā jhānaṃ vaṇṇesī ti gārayhaṃ kira bho ānanda so bhavaṃ gotamo jhānaṃ garahi pāsaṃsaṃ pasa,梵志瞿默目揵連白曰 阿難 可在此食 尊者阿難默然而受
108,145,SOFT,brahma,梵天|梵,梵,VARIANT,evarūpaṃ kho brāhmaṇa so bhagavā jhānaṃ vaṇṇesī ti gārayhaṃ kira bho ānanda so bhavaṃ gotamo jhānaṃ garahi pāsaṃsaṃ pasa,梵志瞿默目揵連白曰 阿難 可在此食 尊者阿難默然而受
108,145,SOFT,ananda,阿難|阿難陀,阿難,VARIANT,handa ca dāni mayaṃ bho ānanda gacchāma bahukiccā mayaṃ bahukaraṇīyā ti,梵志瞿默目揵連白曰 阿難 可在此食 尊者阿難默然而受
108,145,TRUE_PAIR,brahma,梵天|梵,梵,VARIANT,yassadāni tvaṃ brāhmaṇa kālaṃ maññasī ti,梵志瞿默目揵連知默然受已 即從坐起 自行澡水 極美淨妙 種種豐饒食噉含消 自手斟酌 極令飽滿 食訖舉器 行澡水竟 取一小床 別坐聽法
112,187,TRUE_PAIR,brahma,梵天|梵,,MISSING,idha bhikkhave bhikkhu aññaṃ byākaroti khīṇā jāti vusitaṃ brahmacariyaṃ kataṃ karaṇīyaṃ nāparaṃ itthattāyāti pajānāmī ti,耶
112,187,TRUE_PAIR,brahma,梵天|梵,,MISSING,sādhū ti bhāsitaṃ abhinanditvā anumoditvā evamassa vacanīyo lābhā no āvuso suladdhaṃ no āvuso ye mayaṃ āyasmantaṃ tādisa,汝等聞之 當善然可 歡喜奉行 善然可彼 歡喜奉行已 當復如是語彼比丘 賢者 初說我等已可意歡喜 然我等欲從賢者上復上 求智慧應答
115,181,TRUE_PAIR,ananda,阿難|阿難陀,阿難,VARIANT,chayimā ānanda dhātuyo pathavīdhātu āpodhātu tejodhātu vāyodhātu ākāsadhātu viññāṇadhātu,世尊答曰 阿難 若有比丘見十八界知如真 眼界 色界 眼識界 耳界 聲界 耳識界 鼻界 香界 鼻識界 舌界 味界 舌識界 身界 觸界 身識界 意界 法界 意識界 阿難 見此十八界知如真 復次 阿難 見六界知如真 地界 水界 火界 風界 空界 
115,181,TRUE_PAIR,mara,魔|波旬,,MISSING,jātipaccayā jarāmaraṇaṃ sokaparidevadukkhadomanassūpāyāsā sambhavanti evametassa kevalassa dukkhakkhandhassa samudayo ho,見諦人故害父母 殺阿羅訶 破壞聖眾 惡心向佛 出如來血者 終無是處 若凡夫人故害父母 殺阿羅訶 破壞聖眾 惡心向佛 出如來血者 必有是處 阿難 若見諦人故犯戒 捨戒罷道者 終無是處 若凡夫人故犯戒 捨戒罷道者 必有是處 若見諦人捨離此內 從
115,181,TRUE_PAIR,mara,魔|波旬,,MISSING,kāyassa bhedā paraṃ maraṇā apāyaṃ duggatiṃ vinipātaṃ nirayaṃ upapajjeyya netaṃ ṭhānaṃ vijjatī ti,樂報者 必有是處
115,181,TRUE_PAIR,mara,魔|波旬,,MISSING,tappaccayā kāyassa bhedā paraṃ maraṇā sugatiṃ saggaṃ lokaṃ upapajjeyya ṭhānametaṃ vijjatī ti pajānāti,不得無上正盡覺 盡苦邊者 終無是處 若斷五蓋 心穢 慧羸 心正立四念處 修七覺意 得無上正盡覺 盡苦邊者 必有是處 阿難 如是比丘知是處 非處
115,181,TRUE_PAIR,ananda,阿難|阿難陀,阿難,VARIANT,ettāvatā kho ānanda ṭhānāṭhānakusalo bhikkhū ti alaṃ vacanāyā ti,尊者阿難白曰 世尊 如是比丘知是處 非處
115,181,SOFT,ananda,阿難|阿難陀,阿難,VARIANT,tasmātiha tvaṃ ānanda imaṃ dhammapariyāyaṃ bahudhātuko tipi naṃ dhārehi catuparivaṭṭo tipi naṃ,於是 尊者阿難叉手向佛 白曰 世尊 此經名何 云何奉持
119,98,SOFT,mara,魔|波旬,,MISSING,kāyagatāya bhikkhave satiyā āsevitāya bhāvitāya bahulīkatāya yānīkatāya vatthukatāya anuṭṭhitāya paricitāya susamāraddhā,若有比丘 比丘尼七年立心正住四念處者 彼必得二果 或現法得究竟智 或
121,190,TRUE_PAIR,ananda,阿難|阿難陀,阿難,VARIANT,puna caparaṃ ānanda bhikkhu amanasikaritvā manussasaññaṃ amanasikaritvā araññasaññaṃ pathavīsaññaṃ paṭicca manasi karoti,復次 阿難 比丘若欲多行空者 彼比丘莫念人想 莫念無事想 當數念一地想 彼比丘若見此地有高下 有蛇聚 有
121,190,TRUE_PAIR,ananda,阿難|阿難陀,阿難,VARIANT,seyyathāpi ānanda āsabhacammaṃ saṅkusatena suvihataṃ vigatavalikaṃ evameva kho ānanda bhikkhu,復次 阿難 比丘若欲多行空者 彼比丘莫念無事想 莫念地想 當數念一
121,190,TRUE_PAIR,ananda,阿難|阿難陀,阿難,VARIANT,tasmātiha ānanda parisuddhaṃ paramānuttaraṃ suññataṃ upasampajja viharissāmā ti evañhi vo ānanda sikkhitabba nti,佛說如是 尊者阿難及諸比丘聞佛所說 歡喜奉行
122,191,TRUE_PAIR,sakka,帝釋|天帝釋,,MISSING,kapilavatthusmiṃ piṇḍāya caritvā pacchābhattaṃ piṇḍapātapaṭikkanto yena kāḷakhemakassa sakkassa vihāro tenupasaṅkami div,爾時 世尊過夜平旦 著衣持鉢 入迦維羅衛而行乞食 食訖中後 往詣
122,191,TRUE_PAIR,kapilavatthu,迦維羅衛|迦毗羅衛,迦維羅衛,VARIANT,kapilavatthusmiṃ piṇḍāya caritvā pacchābhattaṃ piṇḍapātapaṭikkanto yena kāḷakhemakassa sakkassa vihāro tenupasaṅkami div,爾時 世尊過夜平旦 著衣持鉢 入迦維羅衛而行乞食 食訖中後 往詣
122,191,TRUE_PAIR,sakka,帝釋|天帝釋,,MISSING,tena kho pana samayena kāḷakhemakassa sakkassa vihāre sambahulāni senāsanāni paññattāni honti,加羅差摩釋精舍 爾時 加羅差摩釋精舍敷眾多床座 眾多比丘於中住止
122,191,TRUE_PAIR,sakka,帝釋|天帝釋,,MISSING,addasā kho bhagavā kāḷakhemakassa sakkassa vihāre sambahulāni senāsanāni paññattāni,彼時 世尊從加羅差摩釋精舍出 往詣加羅釋精舍 爾時 尊者阿難與眾多比丘在加羅釋精舍中集作衣業 尊者阿難遙見佛來 見已出迎 取佛衣鉢 還敷床座 汲水洗足 佛洗足已 於
122,191,TRUE_PAIR,sakka,帝釋|天帝釋,,MISSING,disvāna bhagavato etadahosi sambahulāni kho kāḷakhemakassa sakkassa vihāre senāsanāni paññattāni,加羅釋精舍坐尊者阿難所敷之座 告曰 阿難 加羅差摩釋精舍敷眾多床座 眾多比丘於中住止
122,191,TRUE_PAIR,sakka,帝釋|天帝釋,,MISSING,sambahulā nu kho idha bhikkhū viharantī ti tena kho pana samayena āyasmā ānando sambahulehi bhikkhūhi saddhiṃ ghaṭāya sa,尊者阿難白曰 唯然 世尊 加羅差摩釋精舍敷眾多床座 眾多比丘於中住止 所以者何 我今作衣業
122,191,TRUE_PAIR,sakka,帝釋|天帝釋,,MISSING,atha kho bhagavā sāyanhasamayaṃ paṭisallānā vuṭṭhito yena ghaṭāya sakkassa vihāro tenupasaṅkami upasaṅkamitvā paññatte ā,時 世尊復告阿難曰 比丘不可欲嘩說 樂於嘩說 合會嘩說 欲眾 樂眾 合會於眾 不欲離眾 不樂獨住遠離之處 若有比丘欲嘩說 樂於嘩說 合會嘩說 欲眾 樂眾 合會於眾 不欲離眾 不樂獨住遠離處者 謂有樂 聖樂 無欲之樂 離樂 息樂 正覺之樂 無
122,191,TRUE_PAIR,ananda,阿難|阿難陀,,MISSING,nisajja kho bhagavā āyasmantaṃ ānandaṃ āmantesi sambahulāni kho ānanda kāḷakhemakassa sakkassa vihāre senāsanāni paññatt,者 必有是處
122,191,TRUE_PAIR,sakka,帝釋|天帝釋,,MISSING,nisajja kho bhagavā āyasmantaṃ ānandaṃ āmantesi sambahulāni kho ānanda kāḷakhemakassa sakkassa vihāre senāsanāni paññatt,者 必有是處
122,191,TRUE_PAIR,sakka,帝釋|天帝釋,,MISSING,sambahulā nu kho ettha bhikkhū viharantī ti sambahulāni bhante kāḷakhemakassa sakkassa vihāre senāsanāni paññattāni,阿難 比丘不可欲嘩說 樂於嘩說 合會嘩說 欲眾 樂眾 合會於眾 不欲離眾 不樂獨住遠離之處 若有比丘欲嘩說 樂於嘩說 合會嘩說 欲眾 樂眾 合會於眾 不欲離眾 不樂獨住遠離處者 得時愛樂心解脫 及不時不移動心解脫者 終無是處 阿難 若有比丘
122,191,TRUE_PAIR,ananda,阿難|阿難陀,阿難,VARIANT,na kho ānanda bhikkhu sobhati saṅgaṇikārāmo saṅgaṇikarato saṅgaṇikārāmataṃ anuyutto gaṇārāmo gaṇarato gaṇasammudito,阿難 我行此住處已 生歡悅 我此歡悅 一切身覺正念正智 生喜 生
122,191,TRUE_PAIR,ananda,阿難|阿難陀,阿難,VARIANT,so vatānanda bhikkhu saṅgaṇikārāmo saṅgaṇikarato saṅgaṇikārāmataṃ anuyutto gaṇārāmo gaṇarato,優婆私共來詣我 我便為彼行如是如是心 遠離 樂無欲 我亦復為彼說法 勸助於彼 阿難 若比丘欲多行空者 彼比丘當持內心住止令一定 彼持內心住止令一定已 當念內空 阿難 若比丘作如是說我不持內心住止 不令一定 念內空者 當知彼比丘大自疲勞
122,191,TRUE_PAIR,ananda,阿難|阿難陀,阿難,VARIANT,akicchalābhī akasiralābhīti netaṃ ṭhānaṃ vijjati yo ca kho so ānanda bhikkhu eko gaṇasmā vūpakaṭṭho viharati,阿難 若比丘觀時 則知念外空 其心移動 不趣向近 不得清澄 不住不解於外空者 彼比丘當念內外空 彼念內外空已 其心移動 不趣向近 不得清澄 不住不解於內外空也 阿難 若比丘觀時 則知念內外空 其心移動 不趣向近 不得清澄 不住不解於內外空者
122,191,TRUE_PAIR,ananda,阿難|阿難陀,阿難,VARIANT,so vatānanda bhikkhu saṅgaṇikārāmo saṅgaṇikarato saṅgaṇikārāmataṃ anuyutto gaṇārāmo gaṇarato gaṇasammudito sāmāyikaṃ vā,阿難 比丘當以外空成就遊 彼外空成就遊已 心不移動 趣向於近 得清澄住 解於外空 阿難 如是比丘觀時 則知外空成就遊 心不移動 趣向於近 得清澄住 解於外空者 是謂正知 阿難 比丘當以內外空成就遊 彼內外空成就遊已 心不移動 趣向於近 得清
122,191,TRUE_PAIR,ananda,阿難|阿難陀,阿難,VARIANT,kāmūpasaṃhitā rajanīyā ime kho ānanda pañca kāmaguṇā yattha bhikkhunā abhikkhaṇaṃ sakaṃ cittaṃ,者 彼即滅也 阿難 若有比丘如是觀時 則知五陰中我慢已滅 是謂正知 阿難 是法一向可 一向樂 一向意念 無漏無
122,191,TRUE_PAIR,ananda,阿難|阿難陀,阿難,VARIANT,sace ānanda bhikkhu paccavekkhamāno evaṃ pajānāti atthi kho me imesu pañcasu kāmaguṇesu aññatarasmiṃ vā,尊者阿難白世尊曰 世尊為法本 世尊為法主 法由世尊 唯願說之 我今聞已 得廣知義
122,191,SOFT,ananda,阿難|阿難陀,阿難,VARIANT,aññatarasmiṃ vā āyatane uppajjati cetaso samudācāro ti evaṃ santametaṃ ānanda bhikkhu evaṃ pajānāti,佛便告曰 阿難 諦聽 善思念之 我當為汝具分別說 尊者阿難受教而聽
122,191,TRUE_PAIR,ananda,阿難|阿難陀,阿難,VARIANT,sace panānanda bhikkhu paccavekkhamāno evaṃ pajānāti natthi kho me imesu pañcasu kāmaguṇesu aññatarasmiṃ vā,佛言 阿難
122,191,TRUE_PAIR,ananda,阿難|阿難陀,阿難,VARIANT,aññatarasmiṃ vā āyatane uppajjati cetaso samudācāro ti evaṃ santametaṃ ānanda bhikkhu evaṃ pajānāti,不其正經 歌詠 記說故 信弟子隨世尊行奉事至命盡也 但 阿難 或彼長夜數聞此法 誦習至
122,191,TRUE_PAIR,ananda,阿難|阿難陀,,MISSING,pañca kho ime ānanda upādānakkhandhā yattha bhikkhunā udayabbayānupassinā vihātabbaṃ iti rūpaṃ iti,雜 凡人有辯才 彼住無事處山林樹下 或居高巖 寂無音聲 遠離 無惡 無有人民 隨順
122,191,TRUE_PAIR,ananda,阿難|阿難陀,阿難,VARIANT,evaṃ kho ānanda satthāraṃ sāvakā sapattavatāya samudācaranti no mittavatāya,私 彼隨梵行還比丘 比丘尼 優婆塞 優婆私已 便不功高而不還家 阿難 若彼不移動心解脫作證 我不說彼有障礙也 若彼得四增上心現法樂居 本為精勤 無放逸遊行故 此或可有
122,191,TRUE_PAIR,ananda,阿難|阿難陀,,MISSING,kathañcānanda satthāraṃ sāvakā mittavatāya samudācaranti no sapattavatāya,失以弟子多集會故
122,191,TRUE_PAIR,ananda,阿難|阿難陀,阿難,VARIANT,idhānanda satthā sāvakānaṃ dhammaṃ deseti anukampako hitesī anukampaṃ upādāya idaṃ vo hitāya idaṃ vo sukhāyā ti,復次 阿難 彼師弟子效住無事處山林樹下 或居高巖 寂無音聲 遠離 無惡 無有人民 隨順燕坐 或住彼處 學遠離精勤 得增上心 現法樂居 彼學遠離 精勤安隱 快樂遊行已 隨梵行還比丘 比丘尼 優婆塞 優婆私 彼隨梵行還比丘 比丘尼 優婆塞 優婆
122,191,TRUE_PAIR,ananda,阿難|阿難陀,,MISSING,evaṃ kho ānanda satthāraṃ sāvakā mittavatāya samudācaranti no sapattavatāya,亦不順行 不立於智 其心不趣向法次法 不受正法 違犯師教 不能得定者 如是弟子於師行怨事 不行慈事
122,191,TRUE_PAIR,ananda,阿難|阿難陀,阿難,VARIANT,tasmātiha maṃ ānanda mittavatāya samudācaratha mā sapattavatāya taṃ vo bhavissati dīgharattaṃ hitāya sukhāya,阿難 云何弟子於師行慈事 不行怨事 若尊師為弟子說法 憐念愍傷 求義及饒益 求安隱快樂 發慈悲心 是為饒益 是為快樂 是為饒益樂 若彼弟子恭敬順行而立於智 其心歸趣向法次法 受持正法 不違師教 能得定者 如是弟子於師行慈事 不行怨事 阿難 
122,191,TRUE_PAIR,ananda,阿難|阿難陀,,MISSING,na vo ahaṃ ānanda tathā parakkamissāmi yathā kumbhakāro āmake āmakamatte,嚴急至苦 若有真實者 必能往也
122,191,TRUE_PAIR,ananda,阿難|阿難陀,阿難,VARIANT,niggayha niggayhāhaṃ ānanda vakkhāmi pavayha pavayha ānanda vakkhāmi,佛說如是 尊者阿難及諸比丘 聞佛所說 歡喜奉行
123,32,TRUE_PAIR,ananda,阿難|阿難陀,,MISSING,seyyathāpi ānanda maṇi veḷuriyo subho jātimā aṭṭhaṃso suparikammakato,我聞世尊知住母胎 依倚右脇 若世尊知住母胎依倚右脇者 我受持是世尊未曾有法 我聞世尊舒體住母胎 若世尊舒體住母胎者 我受持是世尊未曾有法 我聞世尊覆藏住母胎 不為血所污 亦不為精及諸不淨所污 若世尊覆藏
123,32,TRUE_PAIR,ananda,阿難|阿難陀,,MISSING,evameva kho ānanda yadā bodhisatto mātukucchiṃ okkanto hoti na bodhisattamātu kocideva ābādho uppajjati,我聞世尊初生之時 即行七步 不恐不怖 亦不畏懼 觀察諸方 若世尊初生之時 即行七步 不恐不怖 亦不畏懼 觀察諸方者 我受持是世尊未曾有法
123,32,TRUE_PAIR,ananda,阿難|阿難陀,,MISSING,seyyathāpi ānanda maṇiratanaṃ kāsike vatthe nikkhittaṃ neva maṇiratanaṃ kāsikaṃ vatthaṃ makkheti nāpi kāsikaṃ vatthaṃ ma,我聞世尊一時遊鞞舍離大林之中 於是 世尊過夜平旦 著衣持鉢 入鞞舍離城而行乞食 乞食已竟 收舉衣鉢 澡洗手足 以尼師
123,32,TRUE_PAIR,ananda,阿難|阿難陀,,MISSING,ubhinnaṃ suddhattā evameva kho ānanda yadā bodhisatto mātukucchimhā nikkhamati visadova nikkhamati,檀著於肩上 往入林中 至一哆羅樹下 敷尼師檀 結加趺坐 是時中後 一切餘樹影皆轉移 唯哆羅樹其影不移 蔭世尊身 於是釋摩訶男中後
123,32,TRUE_PAIR,ananda,阿難|阿難陀,,MISSING,tasmātiha tvaṃ ānanda idampi tathāgatassa acchariyaṃ abbhutadhammaṃ dhārehi,我聞世尊一時遊跋耆中 在溫泉林娑羅樹王下坐 爾時中後 一切餘樹影皆轉移 唯娑羅樹王其影不移 蔭世尊身 於是羅摩園主行視園時 日中後 見一切餘樹影皆轉移 唯娑羅樹王其影不移 蔭世尊身 便作是念 沙門瞿曇甚奇 甚特 有大如意足 有大威德 有大福
123,32,TRUE_PAIR,ananda,阿難|阿難陀,,MISSING,idhānanda tathāgatassa viditā vedanā uppajjanti viditā upaṭṭhahanti viditā abbhatthaṃ gacchanti,我聞世尊一時在阿浮神室中 爾時 世尊過夜平旦 著衣持鉢 入阿浮村而行乞食 乞食已竟 收舉衣鉢 澡洗手足 以尼師檀著於肩上 入神室燕坐 爾時 天大雷雨雹 殺四牛 耕者二人 彼送葬時 大眾喧閙 其聲高大 音響震動 於是 世尊則於晡時燕坐而起 從
123,32,TRUE_PAIR,ananda,阿難|阿難陀,,MISSING,viditā upaṭṭhahanti viditā abbhatthaṃ gacchanti idampi kho tvaṃ ānanda tathāgatassa acchariyaṃ abbhutadhammaṃ dhārehī ti,我聞世尊一時在鬱鞞羅尼連然河邊 阿闍惒羅尼拘類樹下初得佛道 爾時大雨 至于七日 高下悉滿 潢澇橫流 世尊於中露地經行 其處塵起 若世尊潢澇橫流 世尊於中露地經行 其處塵起者 我受持是世尊未曾有法
124,34,TRUE_PAIR,kassapa,迦葉|大迦葉,,MISSING,na kho maṃ āvuso kassapa evaṃ pucchitabbaṃ imehi pana te āvuso bākula asītiyā vassehi katikkhattuṃ methuno dhammo paṭise,尊者薄拘羅答曰 異學 隨汝所問 聞已當思
124,34,TRUE_PAIR,kassapa,迦葉|大迦葉,,MISSING,evañca kho maṃ āvuso kassapa pucchitabbaṃ imehi pana te āvuso bākula asītiyā vassehi katikkhattuṃ kāmasaññā uppannapubbā,異學問曰 賢者薄拘羅 於此正法 律中學道幾時
124,34,TRUE_PAIR,brahma,梵天|梵,,MISSING,nhāyitā nābhijānāmi cuṇṇena nhāyitā nābhijānāmi sabrahmacārīgattaparikamme vicāritā nābhijānāmi,復次 尊者薄拘羅作是說 諸賢 我持糞掃衣來八十年 未曾憶受居士衣 未曾割截作衣 未曾倩他比丘作衣 未曾用針縫衣 未曾持針
125,198,TRUE_PAIR,mara,魔|波旬,,MISSING,ārāmarāmaṇeyyakaṃ vanarāmaṇeyyakaṃ bhūmirāmaṇeyyakaṃ pokkharaṇīrāmaṇeyyaka nti,王童子語沙彌曰 賢者阿奇舍那 汝未為他所伏 以何意故而自退耶 賢者阿奇舍那 如隨所聞法 隨所誦習 可向我說 如比丘此法 律中不放逸 行精勤 得一心 若我知者為善 若我不知者 我便不復更問諸法
125,198,TRUE_PAIR,mara,魔|波旬,,MISSING,so evaṃ vadeyya passāmi kho ahaṃ samma uparipabbate ṭhito ārāmarāmaṇeyyakaṃ vanarāmaṇeyyakaṃ bhūmirāmaṇeyyakaṃ pokkharaṇ,坐起 不辭而去
125,198,TRUE_PAIR,mara,魔|波旬,,MISSING,yaṃ tvaṃ uparipabbate ṭhito passeyyāsi ārāmarāmaṇeyyakaṃ vanarāmaṇeyyakaṃ bhūmirāmaṇeyyakaṃ pokkharaṇīrāmaṇeyyaka nti,却坐一面 與王童子耆婆先那所共論者 盡向佛說
125,198,TRUE_PAIR,mara,魔|波旬,,MISSING,hatthidamako ca dīghatomarayaṭṭhiṃ gahetvā purato ṭhito hoti,調御受御事者 終無是處 若此二調御可調御 善調 阿奇舍那 猶去村不遠 有大石山 無缺無穿 實而不虛 堅固不動 都合為一 或有二人
125,198,TRUE_PAIR,moggallana,目犍連|目乾連,,MISSING,gaṇakamoggallānasuttante evaṃ vitthāretabbāni,若聖弟子護身及命清淨 護口 意及命清淨者 如來復調御比丘 汝當觀內身如身 乃至觀覺 心 法如法 若聖弟子觀內身如身 乃至觀覺 心 法如法者 此四念處 謂在賢聖弟子心中 繫縛其心 制樂家意 除家欲念 止家疲勞 令樂正法 修習聖戒 阿奇舍那 猶
125,198,SOFT,mara,魔|波旬,,MISSING,navo cepi aggivessana bhikkhu akhīṇāsavo kālaṅkaroti adantamaraṇaṃ navo bhikkhu kālaṅkato tveva saṅkhaṃ gacchati,頭額 耳 牙及鼻皆不動搖 如是野象隨調象師住不移動 如是 阿奇舍那 若聖弟子離欲 離惡不善之法 至得第四禪成就遊者 如是聖弟子則隨如來住不移動
125,198,TRUE_PAIR,mara,魔|波旬,,MISSING,dantamaraṇaṃ daharo rañño nāgo kālaṅkato tveva saṅkhaṃ gacchati,可重 實可供養 為一切天人良福田也
125,198,TRUE_PAIR,mara,魔|波旬,,MISSING,dantamaraṇaṃ thero bhikkhu kālaṅkato tveva saṅkhaṃ gacchati majjhimo cepi aggivessana bhikkhu,調死者 說善調御死 阿奇舍那 少聖弟子善調御命終者 說善調御命終 中 老聖弟子善調御命終者 說善調御命終
125,198,TRUE_PAIR,mara,魔|波旬,,MISSING,navo cepi aggivessana bhikkhu khīṇāsavo kālaṅkaroti dantamaraṇaṃ navo bhikkhu kālaṅkato tveva saṅkhaṃ gacchatī ti,佛說如是 沙彌阿夷那和提及諸比丘 聞佛所說 歡喜奉行
127,79,TRUE_PAIR,mara,魔|波旬,,MISSING,so kāyassa bhedā paraṃ maraṇā parisuddhābhānaṃ devānaṃ sahabyataṃ upapajjati,賢者迦旃延 因是緣是 彼淨光天生在一處 知有勝如 妙與不妙 所以者何 因人心勝如故 修便有精麤 因修有精麤故 得人則有勝如 賢者迦旃延 世尊亦如是說 人有勝如
128,72,TRUE_PAIR,brahma,梵天|梵,梵,VARIANT,idha mayhaṃ bhante evaṃ hoti lābhā vata me suladdhaṃ vata me yohaṃ evarūpehi sabrahmacārīhi saddhiṃ viharāmī ti,言 我今殺汝 我今殺汝 長生博士聞已 白曰 天王勿怖 天王勿怖 所以者何 彼拘娑羅國王長壽兒長生童子者 即我身是 天王 我作是念 加赦國王梵摩達哆酷暴無道 彼取我父無過之人 奪取其國倉庫財物 怨酷枉殺 斬作七段 而于今日已在我手 但當報怨 
128,72,TRUE_PAIR,brahma,梵天|梵,,MISSING,lābhā vata me suladdhaṃ vata me yohaṃ evarūpehi sabrahmacārīhi saddhiṃ viharāmī ti,於是 諸比丘聞佛所說 有作是言 世尊法主今且住也 彼
